Name,Artist,Popularity,Valence,Energy,Tempo,Acousticness,Danceability,Duration,Instrumentalness,Liveness,Loudness,Speechiness,Mode,Album,year,period
area codes,ludacris,29.0,0.577,0.645,101.043,0.31,0.87,249533.0,0.0,0.648,-5.66,0.392,0.0,Word Of Mouf,2001.0,pre_ai
arms,christina perri,14.0,0.252,0.755,145.319,0.11,0.463,261213.0,4.89e-06,0.103,-7.244,0.0634,1.0,lovestrong. (Deluxe),2011.0,pre_ai
as good as i once was,toby keith,67.0,0.72,0.842,119.013,0.275,0.679,227840.0,0.0,0.135,-4.364,0.0376,1.0,Honkytonk University,2005.0,pre_ai
as long as you love me,justin bieber,27.0,0.613,0.873,139.691,0.0807,0.571,229467.0,0.0,0.361,-3.382,0.0997,0.0,Believe (Deluxe Edition),2012.0,pre_ai
as your friend,afrojack,38.0,0.364,0.808,128.052,0.0341,0.669,292477.0,2.38e-05,0.0822,-4.961,0.0701,0.0,Forget The World (Deluxe),2013.0,pre_ai
asap,t.i.,50.0,0.583,0.645,158.13,0.335,0.79,284413.0,0.0,0.405,-5.426,0.317,1.0,Urban Legend,2005.0,pre_ai
ashes by now,lee ann womack,13.0,0.469,0.732,108.022,0.0568,0.666,251160.0,3.02e-05,0.0927,-7.412,0.0257,1.0,I Hope You Dance,2000.0,pre_ai
ass like that,eminem,61.0,0.734,0.795,89.669,0.453,0.505,265480.0,0.0,0.0998,-6.283,0.434,1.0,Encore (Deluxe Version),2005.0,pre_ai
aston martin music,rick ross,68.0,0.405,0.58,171.917,0.0125,0.57,270627.0,0.0,0.0497,-5.547,0.209,0.0,Teflon Don,2010.0,pre_ai
atm,j. cole,71.0,0.345,0.497,81.651,0.115,0.719,216727.0,0.0,0.0898,-7.661,0.681,1.0,KOD,2018.0,post_ai
austin,blake shelton,63.0,0.275,0.609,119.914,0.188,0.605,230333.0,0.0,0.0982,-7.063,0.0278,1.0,Blake Shelton,2001.0,pre_ai
auto pilot,migos,54.0,0.254,0.716,129.987,0.0716,0.924,287992.0,0.0,0.201,-5.801,0.165,1.0,Culture II,2018.0,post_ai
automatic,miranda lambert,56.0,0.402,0.703,95.993,0.0435,0.591,247827.0,2.34e-06,0.145,-6.211,0.0256,1.0,Platinum,2014.0,pre_ai
aw naw,chris young,62.0,0.491,0.859,109.971,0.0639,0.652,188707.0,0.0,0.0777,-3.746,0.0358,1.0,A.M.,2013.0,pre_ai
awake and alive,skillet,55.0,0.569,0.939,159.932,0.0425,0.434,209493.0,0.0,0.491,-2.983,0.0593,0.0,Awake (Deluxe Edition),2010.0,pre_ai
away from me,puddle of mudd,46.0,0.162,0.943,154.721,0.000306,0.388,238467.0,0.0,0.168,-2.927,0.104,1.0,Life On Display,2003.0,pre_ai
axel f,crazy frog,63.0,0.786,0.907,138.045,0.279,0.86,168880.0,0.693,0.0648,-3.321,0.0407,1.0,Crazy Frog presents Crazy Hits,2005.0,pre_ai
ayo technology,50 cent,29.0,0.387,0.793,140.092,0.0897,0.437,247947.0,0.0,0.0333,-5.48,0.197,0.0,Curtis,2007.0,pre_ai
b r right,trina,8.0,0.462,0.922,136.1,0.159,0.612,197347.0,0.0,0.825,-2.574,0.173,1.0,Rockstarr Royalty,2002.0,pre_ai
b.y.o.b.,system of a down,76.0,0.716,0.981,101.423,0.00662,0.556,255467.0,0.0,0.218,-2.688,0.128,0.0,Mezmerize,2005.0,pre_ai
babe,sugarland,66.0,0.664,0.777,171.72,0.0187,0.535,215107.0,1.62e-06,0.136,-3.292,0.207,1.0,Bigger,2018.0,post_ai
baby,ashanti,3.0,0.401,0.543,157.66,0.0131,0.551,265240.0,3.83e-06,0.0261,-6.37,0.232,0.0,Ashanti,2002.0,pre_ai
baby,justin bieber,76.0,0.522,0.841,65.024,0.0544,0.656,214240.0,0.0,0.122,-5.183,0.232,0.0,My World 2.0,2010.0,pre_ai
baby,ll cool j,33.0,0.696,0.808,100.03,0.0545,0.768,241880.0,0.0,0.116,-4.699,0.262,1.0,Exit 13,2008.0,pre_ai
baby be my love song,easton corbin,32.0,0.483,0.713,167.973,0.0569,0.488,199747.0,0.0,0.305,-6.148,0.0472,1.0,About To Get Real,2014.0,pre_ai
baby don't go,fabolous,47.0,0.498,0.68,99.734,0.0947,0.84,216653.0,0.0,0.118,-6.475,0.116,1.0,From Nothin' To Somethin' (Bonus Track Version),2007.0,pre_ai
baby mama,fantasia,37.0,0.447,0.713,81.98,0.062,0.658,255787.0,0.0,0.0402,-6.83,0.0716,1.0,Free Yourself,2005.0,pre_ai
baby u are,gerald levert,33.0,0.636,0.537,172.212,0.0196,0.657,317067.0,5.55e-06,0.102,-7.825,0.199,0.0,G,2000.0,pre_ai
back at one,mark wills,43.0,0.319,0.475,129.891,0.187,0.621,246493.0,0.0,0.0609,-9.341,0.0265,1.0,Permanently,2000.0,pre_ai
back here,bbmak,51.0,0.929,0.941,104.774,0.0796,0.618,218200.0,2.51e-06,0.0755,-3.119,0.0341,1.0,Sooner Or Later,2000.0,pre_ai
back like that,ghostface killah,13.0,0.488,0.663,95.728,0.013,0.718,242000.0,0.0,0.0631,-5.154,0.19,1.0,Fishscale (Bonus Track),2006.0,pre_ai
back then,mike jones,20.0,0.536,0.736,159.838,0.0101,0.776,244187.0,0.0,0.18,-6.308,0.255,1.0,Mr. Jones,2005.0,pre_ai
back to december,taylor swift,57.0,0.286,0.67,141.893,0.117,0.529,293027.0,0.0,0.334,-4.663,0.0303,1.0,Speak Now (Deluxe Edition),2010.0,pre_ai
back to sleep,chris brown,66.0,0.721,0.646,92.981,0.0424,0.647,201253.0,0.0,0.0888,-5.483,0.243,0.0,Royalty (Deluxe Version),2016.0,post_ai
back when,tim mcgraw,34.0,0.663,0.73,135.996,0.108,0.602,299173.0,0.0,0.284,-4.785,0.027,1.0,Live Like You Were Dying,2004.0,pre_ai
backroad song,granger smith,64.0,0.751,0.833,174.006,0.0352,0.488,236787.0,0.0172,0.34,-6.571,0.0437,1.0,Remington,2015.0,post_ai
backwoods,justin moore,29.0,0.814,0.926,157.925,0.0693,0.491,157253.0,5.49e-06,0.104,-5.036,0.0477,1.0,Justin Moore,2009.0,pre_ai
bad blood,taylor swift,53.0,0.287,0.794,170.216,0.0885,0.646,211933.0,6.16e-06,0.201,-6.104,0.19,1.0,1989 (Deluxe Edition),2015.0,post_ai
bad day,daniel powter,48.0,0.53,0.667,140.028,0.27,0.583,233920.0,3.64e-05,0.167,-7.351,0.029,1.0,Daniel Powter (Deluxe Version),2005.0,pre_ai
bad day,fuel,49.0,0.19,0.735,175.978,0.000374,0.291,195467.0,4.53e-06,0.0808,-4.767,0.0415,1.0,Something Like Human,2000.0,pre_ai
bad day,justin bieber,52.0,0.312,0.509,81.981,0.0215,0.675,145680.0,0.0,0.221,-6.839,0.0425,0.0,Journals,2013.0,pre_ai
bad girlfriend,theory of a deadman,51.0,0.681,0.953,135.055,0.0032,0.507,205627.0,0.0,0.26,-2.608,0.0526,1.0,Scars & Souvenirs,2008.0,pre_ai
bad romance,lady gaga,78.0,0.714,0.921,119.001,0.00314,0.696,294573.0,5.24e-05,0.0842,-3.755,0.0363,1.0,The Fame Monster (Deluxe Edition),2009.0,pre_ai
bag lady,erykah badu,36.0,0.563,0.435,75.543,0.349,0.73,347400.0,0.0,0.085,-8.911,0.0595,0.0,Mama's Gun,2000.0,pre_ai
bait a hook,justin moore,40.0,0.716,0.796,105.951,0.0158,0.671,211733.0,0.0,0.0932,-6.117,0.0273,1.0,Outlaws Like Me,2011.0,pre_ai
bandz a make her dance,juicy j,42.0,0.583,0.746,130.997,0.00207,0.869,278827.0,0.0,0.141,-5.437,0.278,1.0,Stay Trippy (Deluxe),2012.0,pre_ai
banjo,rascal flatts,22.0,0.785,0.867,101.986,0.0185,0.622,257067.0,0.0,0.0844,-6.336,0.0354,1.0,Changed (Deluxe Edition),2012.0,pre_ai
bar at the end of the world,kenny chesney,55.0,0.687,0.8,100.035,0.00541,0.529,207307.0,0.0,0.104,-3.726,0.031,1.0,Cosmic Hallelujah,2017.0,post_ai
barbie dreams,nicki minaj,56.0,0.694,0.786,87.99,0.312,0.848,279867.0,0.0,0.193,-4.133,0.337,0.0,Queen (Deluxe),2018.0,post_ai
barcelona,ed sheeran,72.0,0.682,0.76,99.975,0.448,0.747,191147.0,0.0,0.153,-4.294,0.187,1.0,÷ (Deluxe),2017.0,post_ai
barefoot blue jean night,jake owen,71.0,0.809,0.808,172.016,0.208,0.6,167427.0,0.0,0.196,-4.679,0.0403,1.0,Barefoot Blue Jean Night,2011.0,pre_ai
bartender,lady antebellum,37.0,0.654,0.937,101.011,0.0198,0.631,198267.0,7.38e-06,0.327,-3.858,0.034,0.0,747 (Deluxe),2014.0,pre_ai
battlefield,jordin sparks,28.0,0.37,0.634,144.953,0.0178,0.613,241920.0,0.0,0.0639,-3.472,0.0339,1.0,Battlefield,2009.0,pre_ai
bb good,jonas brothers,49.0,0.853,0.893,135.025,0.032,0.646,176240.0,7.49e-05,0.0593,-5.156,0.0418,1.0,A Little Bit Longer,2008.0,pre_ai
be good to me,ashley tisdale,25.0,0.719,0.857,97.994,0.141,0.655,213827.0,0.0,0.298,-4.148,0.0994,1.0,Headstrong,2006.0,pre_ai
be here,raphael saadiq,3.0,0.487,0.799,88.239,0.00206,0.523,457853.0,0.00679,0.944,-6.273,0.153,1.0,All Hits At the House of Blues,2002.0,pre_ai
be like that,3 doors down,26.0,0.355,0.711,95.911,0.00469,0.491,265907.0,1.84e-06,0.115,-5.466,0.0241,1.0,The Better Life (Deluxe Edition),2001.0,pre_ai
be my escape,relient k,65.0,0.299,0.864,112.523,0.00605,0.554,240453.0,0.0,0.132,-5.062,0.0394,1.0,Mmhmm,2004.0,pre_ai
be with you,enrique iglesias,31.0,0.573,0.855,122.0,0.0369,0.681,220400.0,0.00122,0.0407,-6.06,0.0325,0.0,7,2000.0,pre_ai
be yourself,audioslave,46.0,0.341,0.842,116.558,0.134,0.433,278973.0,0.0,0.16,-3.513,0.0544,0.0,Out Of Exile,2005.0,pre_ai
beachin',jake owen,35.0,0.709,0.902,181.964,0.344,0.527,191040.0,4.63e-05,0.0669,-5.352,0.0601,1.0,Days of Gold (Deluxe Edition),2013.0,pre_ai
"beamer, benz, or bentley",lloyd banks,17.0,0.491,0.684,160.033,0.00441,0.658,208480.0,4.98e-05,0.659,-5.382,0.322,0.0,H.F.M. 2 (Hunger For More 2) [Deluxe],2010.0,pre_ai
beat this summer,brad paisley,0.0,0.801,0.722,150.039,0.313,0.563,281453.0,0.0,0.393,-5.252,0.0407,1.0,Wheelhouse (Deluxe Version),2013.0,pre_ai
beating heart,ellie goulding,18.0,0.285,0.756,127.904,0.174,0.559,212125.0,3.14e-06,0.138,-6.0,0.0721,1.0,Halcyon Days,2014.0,pre_ai
beautiful,akon,65.0,0.629,0.945,130.015,0.123,0.74,312987.0,0.0,0.112,-4.442,0.0889,0.0,Freedom,2009.0,pre_ai
beautiful,carly rae jepsen,25.0,0.449,0.479,103.916,0.437,0.691,198640.0,0.0,0.124,-8.454,0.0349,1.0,Kiss (Deluxe),2012.0,pre_ai
beautiful,christina aguilera,50.0,0.0987,0.567,76.218,0.624,0.435,241867.0,3.32e-06,0.0936,-3.959,0.0279,0.0,Keeps Gettin' Better: A Decade of Hits,2002.0,pre_ai
beautiful,eminem,6.0,0.467,0.696,132.077,0.251,0.727,392827.0,0.0,0.0726,-4.472,0.0706,0.0,Relapse (Deluxe Edition),2009.0,pre_ai
beautiful,snoop dogg,61.0,0.961,0.695,101.007,0.246,0.907,298307.0,0.0,0.0808,-6.268,0.135,0.0,Paid Tha Cost To Be Da Bo$$,2002.0,pre_ai
beautiful day,u2,73.0,0.389,0.928,136.258,0.0154,0.536,248400.0,0.00134,0.2,-6.492,0.0589,0.0,All That You Can't Leave Behind,2000.0,pre_ai
beautiful drug,zac brown band,62.0,0.373,0.857,125.838,0.0424,0.61,191600.0,2e-06,0.128,-5.267,0.0877,0.0,JEKYLL + HYDE,2015.0,post_ai
beautiful girls,sean kingston,6.0,0.708,0.666,129.995,0.159,0.745,241933.0,0.0,0.302,-5.899,0.0566,1.0,Sean Kingston,2008.0,pre_ai
beautiful mess,diamond rio,0.0,0.475,0.663,177.44,0.529,0.475,228000.0,0.0,0.0928,-7.415,0.0359,1.0,Completely,2002.0,pre_ai
beautiful monster,ne,12.0,0.492,0.772,127.994,0.206,0.708,251573.0,4.99e-06,0.273,-6.991,0.13,0.0,Libra Scale,2010.0,pre_ai
beautiful pain,eminem,65.0,0.4,0.815,165.369,0.0616,0.685,265025.0,0.0,0.154,-4.494,0.459,0.0,The Marshall Mathers LP2 (Deluxe),2013.0,pre_ai
beautiful soul,jesse mccartney,74.0,0.933,0.666,89.975,0.0759,0.66,214227.0,0.0,0.0268,-4.342,0.0472,1.0,Beautiful Soul,2004.0,pre_ai
beautiful trauma,p!nk,70.0,0.234,0.619,95.977,0.0868,0.412,250053.0,2.55e-06,0.4,-6.39,0.0725,1.0,Beautiful Trauma,2017.0,post_ai
beauty and a beat,justin bieber,26.0,0.534,0.843,128.002,0.000704,0.601,227987.0,5.27e-05,0.0681,-4.87,0.0593,1.0,Believe (Deluxe Edition),2012.0,pre_ai
because i got high,afroman,68.0,0.844,0.339,165.982,0.166,0.8,197760.0,0.0,0.0791,-8.531,0.483,1.0,The Good Times,2000.0,pre_ai
because of you,kelly clarkson,31.0,0.115,0.591,139.909,0.243,0.572,219613.0,0.0,0.198,-5.382,0.0325,0.0,Breakaway,2005.0,pre_ai
because of you,ne,57.0,0.835,0.537,109.984,0.518,0.809,266840.0,0.0,0.0981,-5.807,0.0365,1.0,Because Of You,2007.0,pre_ai
bed,j. holiday,33.0,0.723,0.606,127.901,0.17,0.684,275107.0,0.0,0.058,-7.268,0.0504,0.0,Back Of My Lac' (Deluxe),2007.0,pre_ai
bed of lies,nicki minaj,44.0,0.122,0.661,171.764,0.245,0.515,269947.0,0.0,0.114,-5.733,0.293,1.0,The Pinkprint (Deluxe Edition),2014.0,pre_ai
been you,justin bieber,60.0,0.854,0.794,113.0,0.0255,0.736,199227.0,0.0,0.322,-6.178,0.077,0.0,Purpose (Deluxe),2015.0,post_ai
beep,bobby v,16.0,0.368,0.573,79.013,0.104,0.696,250973.0,0.0,0.135,-8.531,0.0919,1.0,The Rebirth,2008.0,pre_ai
beer in mexico,kenny chesney,57.0,0.476,0.906,137.97,0.00119,0.58,271813.0,0.000579,0.0933,-6.976,0.0405,1.0,The Road And The Radio,2005.0,pre_ai
beez in the trap,nicki minaj,41.0,0.645,0.77,149.982,0.0206,0.814,268480.0,0.00158,0.105,-6.014,0.216,1.0,Pink Friday ... Roman Reloaded (Deluxe Edition),2012.0,pre_ai
before he cheats,carrie underwood,0.0,0.302,0.746,147.875,0.292,0.53,199773.0,0.0,0.113,-3.304,0.0383,0.0,Blown Away,2005.0,pre_ai
beggin',madcon,58.0,0.47,0.706,129.001,0.0278,0.742,216520.0,0.0,0.0587,-7.392,0.0746,0.0,Conquest,2007.0,pre_ai
begin again,taylor swift,55.0,0.344,0.531,79.055,0.234,0.522,237613.0,5.05e-06,0.237,-8.237,0.0276,1.0,Red (Deluxe Edition),2012.0,pre_ai
behind blue eyes,limp bizkit,18.0,0.0799,0.479,120.324,0.516,0.595,269973.0,0.0,0.11,-6.665,0.027,1.0,Results May Vary,2003.0,pre_ai
behind these hazel eyes,kelly clarkson,32.0,0.467,0.886,90.036,0.00176,0.545,196053.0,0.000484,0.0911,-4.642,0.0405,1.0,Breakaway,2005.0,pre_ai
believe,staind,24.0,0.227,0.736,113.933,0.000659,0.537,257307.0,0.00281,0.15,-4.721,0.0284,0.0,The Illusion of Progress,2008.0,pre_ai
bent,matchbox twenty,54.0,0.527,0.83,95.468,0.0404,0.518,256133.0,3.85e-06,0.375,-6.814,0.0386,0.0,Mad Season,2000.0,pre_ai
berzerk,eminem,69.0,0.684,0.872,95.084,0.0217,0.739,238746.0,0.0,0.26,-4.059,0.333,0.0,The Marshall Mathers LP2 (Deluxe),2013.0,pre_ai
best days of your life,kellie pickler,54.0,0.538,0.862,127.939,0.0235,0.649,226800.0,0.0,0.0737,-5.12,0.0568,1.0,Kellie Pickler (Deluxe Version),2008.0,pre_ai
best i ever had,drake,64.0,0.558,0.922,162.361,0.19,0.395,257690.0,0.0,0.134,-2.176,0.375,1.0,So Far Gone,2009.0,pre_ai
best i ever had,gary allan,54.0,0.214,0.59,174.863,0.00254,0.273,251480.0,1.07e-06,0.108,-4.997,0.0295,1.0,Tough All Over,2005.0,pre_ai
best i ever had,gavin degraw,56.0,0.513,0.932,134.981,0.00229,0.547,226200.0,0.0,0.335,-5.237,0.0968,1.0,Make A Move,2013.0,pre_ai
best of you,foo fighters,76.0,0.369,0.94,130.198,0.000769,0.366,255627.0,9.42e-05,0.188,-5.119,0.0696,0.0,In Your Honor,2005.0,pre_ai
best thing i never had,beyonce,40.0,0.297,0.649,99.099,0.143,0.545,253747.0,1.57e-05,0.0894,-4.062,0.0324,1.0,4,2011.0,pre_ai
better as a memory,kenny chesney,44.0,0.145,0.302,70.932,0.433,0.576,252707.0,3.3e-05,0.133,-11.845,0.033,1.0,Just Who I Am: Poets & Pirates,2007.0,pre_ai
better days,goo goo dolls,50.0,0.331,0.595,113.276,0.00212,0.486,213267.0,0.000264,0.0953,-5.009,0.0302,1.0,Let Love In,2005.0,pre_ai
better dig two,the band perry,14.0,0.645,0.665,155.801,0.408,0.649,194680.0,0.0,0.0787,-5.212,0.0457,1.0,Pioneer (Int'l Deluxe eAlbum),2012.0,pre_ai
better in time,leona lewis,0.0,0.516,0.707,163.966,0.521,0.585,234600.0,3.32e-05,0.144,-4.207,0.0511,1.0,Spirit,2008.0,pre_ai
better life,keith urban,48.0,0.8,0.832,104.942,0.0402,0.618,283160.0,1.58e-05,0.033,-3.535,0.0374,1.0,Be Here,2005.0,pre_ai
better man,little big town,65.0,0.501,0.836,143.888,0.112,0.514,263120.0,0.0,0.0878,-3.663,0.0381,1.0,The Breaker,2016.0,post_ai
better than i know myself,adam lambert,34.0,0.303,0.832,109.778,0.0313,0.556,216173.0,0.0,0.151,-4.741,0.101,1.0,Trespassing (Deluxe Version),2012.0,pre_ai
better than i used to be,tim mcgraw,51.0,0.407,0.566,138.154,0.175,0.452,201000.0,1.24e-05,0.0888,-5.964,0.0292,1.0,Emotional Traffic,2011.0,pre_ai
better than me,hinder,63.0,0.23,0.675,139.87,0.206,0.452,223533.0,1.27e-06,0.172,-5.172,0.0305,0.0,Extreme Behavior,2007.0,pre_ai
better than revenge,taylor swift,52.0,0.635,0.917,145.821,0.0139,0.516,217160.0,6.37e-06,0.36,-3.186,0.0827,0.0,Speak Now (Deluxe Edition),2010.0,pre_ai
between the raindrops,lifehouse,57.0,0.236,0.63,106.978,0.00119,0.525,285120.0,0.0,0.146,-6.673,0.0317,1.0,Almeria (Deluxe),2012.0,pre_ai
beverly hills,weezer,71.0,0.741,0.823,87.904,0.0932,0.693,196093.0,0.0,0.328,-3.761,0.0726,1.0,Make Believe,2005.0,pre_ai
beware,big sean,66.0,0.062,0.553,97.219,0.217,0.739,235187.0,0.0,0.452,-6.013,0.174,1.0,Hall Of Fame (Deluxe),2013.0,pre_ai
big blue note,toby keith,27.0,0.792,0.663,115.29,0.509,0.738,177240.0,5.39e-05,0.114,-6.58,0.03,1.0,Honkytonk University,2005.0,pre_ai
big star,kenny chesney,49.0,0.73,0.807,120.781,0.0056,0.655,239560.0,2.42e-05,0.159,-7.674,0.0309,1.0,"No Shoes, No Shirt, No Problems",2002.0,pre_ai
big yellow taxi,counting crows,63.0,0.842,0.866,88.041,0.00295,0.678,225573.0,0.0,0.16,-4.341,0.048,1.0,Hard Candy,2002.0,pre_ai
bigger,justin bieber,49.0,0.884,0.748,104.075,0.226,0.78,197800.0,0.0,0.352,-2.863,0.121,0.0,My World,2009.0,pre_ai
bigger than my body,john mayer,61.0,0.517,0.936,117.303,0.0121,0.607,265960.0,0.0418,0.309,-3.071,0.033,1.0,Heavier Things,2003.0,pre_ai
bill gates,lil wayne,6.0,0.701,0.795,135.97,0.265,0.826,258773.0,2.85e-05,0.121,-5.391,0.0939,1.0,I Am Not A Human Being (Explicit Version),2010.0,pre_ai
billy's got his beer goggles on,neal mccoy,18.0,0.691,0.799,106.04,0.145,0.722,218168.0,0.0,0.0977,-5.064,0.0358,1.0,Neal McCoy's Favorite Hits,2005.0,pre_ai
bionic,christina aguilera,41.0,0.854,0.933,175.99,0.0654,0.422,201267.0,0.0,0.382,-2.439,0.196,1.0,Bionic (Deluxe Version),2010.0,pre_ai
birthday,katy perry,65.0,0.843,0.674,125.98,0.0879,0.719,215042.0,3.75e-06,0.112,-5.122,0.0681,1.0,PRISM (Deluxe),2013.0,pre_ai
birthday cake,rihanna,32.0,0.329,0.826,80.014,0.32,0.702,78200.0,0.000227,0.355,-6.498,0.0529,1.0,Talk That Talk (Deluxe Explicit),2012.0,pre_ai
birthday sex,jeremih,68.0,0.474,0.551,60.035,0.239,0.675,226507.0,0.0,0.161,-5.523,0.0413,0.0,Jeremih,2009.0,pre_ai
birthday song,2 chainz,45.0,0.156,0.586,140.092,0.0622,0.747,306600.0,0.0,0.156,-2.613,0.0493,1.0,Based On A T.R.U. Story (Deluxe),2012.0,pre_ai
bittersweet,fantasia,2.0,0.424,0.811,129.983,0.0261,0.735,236640.0,4.58e-05,0.0423,-5.26,0.0689,1.0,Back To Me,2010.0,pre_ai
black,dierks bentley,64.0,0.56,0.656,120.037,0.27,0.663,211160.0,0.000279,0.117,-6.548,0.0413,1.0,Black,2016.0,post_ai
black and yellow,wiz khalifa,18.0,0.538,0.834,164.02,0.0646,0.684,217667.0,0.0,0.271,-4.524,0.0675,0.0,Rolling Papers (Deluxe),2010.0,pre_ai
black panther,kendrick lamar,60.0,0.48,0.582,90.035,0.625,0.618,130613.0,3.84e-06,0.265,-9.454,0.297,1.0,Black Panther The Album Music From And Inspired By,2018.0,post_ai
blackout,breathe carolina,52.0,0.801,0.819,122.951,0.00537,0.662,210200.0,0.0,0.0498,-4.609,0.124,1.0,Hell Is What You Make It,2011.0,pre_ai
blackstar,david bowie,53.0,0.114,0.552,97.98,0.206,0.366,597933.0,0.0595,0.178,-8.35,0.0317,1.0,Blackstar,2015.0,post_ai
blank space,taylor swift,60.0,0.57,0.703,95.997,0.103,0.76,231827.0,0.0,0.0913,-5.412,0.054,1.0,1989 (Deluxe Edition),2014.0,pre_ai
bleed it out,linkin park,54.0,0.698,0.932,140.135,0.0747,0.542,164760.0,0.0,0.613,-4.896,0.05,1.0,Minutes to Midnight,2007.0,pre_ai
bleeding love,leona lewis,0.0,0.216,0.646,104.045,0.193,0.637,263573.0,0.0,0.138,-5.863,0.0361,1.0,Spirit,2007.0,pre_ai
blem,drake,67.0,0.392,0.548,98.017,0.0521,0.724,216558.0,7.4e-06,0.104,-8.062,0.0497,0.0,More Life,2017.0,post_ai
bless the broken road,rascal flatts,22.0,0.362,0.448,135.949,0.668,0.588,226693.0,1.45e-05,0.156,-6.37,0.0265,1.0,Feels Like Today,2004.0,pre_ai
blessed up,meek mill,49.0,0.415,0.59,92.275,0.0609,0.647,201255.0,0.0,0.381,-9.931,0.247,1.0,DC4,2016.0,post_ai
blessings,big sean,52.0,0.143,0.616,118.937,0.331,0.777,252040.0,0.0,0.136,-7.676,0.302,0.0,Dark Sky Paradise (Deluxe),2015.0,post_ai
blood.,kendrick lamar,62.0,0.494,0.238,156.907,0.142,0.357,118067.0,0.0859,0.55,-16.78,0.265,0.0,DAMN.,2015.0,post_ai
blown away,carrie underwood,1.0,0.388,0.836,136.942,0.0885,0.524,240133.0,0.0,0.0258,-2.495,0.0435,0.0,Blown Away,2012.0,pre_ai
blue ain't your color,keith urban,55.0,0.479,0.416,82.45,0.617,0.69,230600.0,1.37e-06,0.102,-7.865,0.0335,1.0,Ripcord,2016.0,post_ai
blue notes,meek mill,65.0,0.184,0.431,141.392,0.665,0.515,227809.0,0.0,0.147,-8.251,0.257,1.0,DC4,2016.0,post_ai
blue on black,five finger death punch,59.0,0.479,0.843,156.073,0.00104,0.509,274615.0,1.21e-05,0.0882,-5.628,0.0275,1.0,And Justice for None (Deluxe),2019.0,post_ai
blue orchid,the white stripes,45.0,0.644,0.664,151.302,0.0979,0.482,157560.0,5.48e-06,0.256,-8.384,0.33,0.0,Get Behind Me Satan,2005.0,pre_ai
blue tint,drake,69.0,0.123,0.372,133.998,0.013,0.888,162800.0,0.0,0.184,-10.254,0.358,0.0,Scorpion,2018.0,post_ai
blunt blowin,lil wayne,63.0,0.375,0.738,135.988,0.00222,0.721,312960.0,0.0,0.224,-5.682,0.0649,1.0,Tha Carter IV (Deluxe),2011.0,pre_ai
blurred lines,robin thicke,31.0,0.824,0.615,120.002,0.00355,0.848,263827.0,6.12e-06,0.0814,-4.859,0.0383,1.0,Blurred Lines (Deluxe Bonus Track Version),2013.0,pre_ai
blurry,puddle of mudd,67.0,0.499,0.936,157.469,0.00691,0.432,303920.0,0.0,0.14,-4.537,0.0562,0.0,Come Clean,2001.0,pre_ai
body 2 body,ace hood,18.0,0.561,0.82,152.057,0.00252,0.603,235307.0,0.0,0.178,-4.587,0.0566,0.0,Blood Sweat & Tears (Deluxe),2011.0,pre_ai
body language,jesse mccartney,23.0,0.587,0.747,161.468,0.032,0.647,219213.0,0.0,0.15,-4.475,0.0354,1.0,Departure - Recharged,2009.0,pre_ai
body party,ciara,8.0,0.11,0.578,134.166,0.0144,0.589,234293.0,0.0,0.602,-6.307,0.0567,1.0,Ciara,2013.0,pre_ai
boom,snoop dogg,0.0,0.397,0.875,103.735,0.168,0.498,230156.0,0.0,0.028,-5.602,0.399,0.0,Doggumentary,2011.0,pre_ai
boom boom pow,the black eyed peas,69.0,0.402,0.857,130.048,0.13,0.867,251440.0,0.00171,0.13,-5.892,0.0663,1.0,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009.0,pre_ai
boondocks,little big town,65.0,0.695,0.78,88.016,0.211,0.41,272347.0,0.0,0.48,-5.391,0.0332,1.0,The Road To Here,2005.0,pre_ai
boots on,randy houser,5.0,0.814,0.895,112.008,0.0639,0.709,170813.0,1.01e-05,0.29,-4.389,0.0341,1.0,Anything Goes,2009.0,pre_ai
bored to death,blink,54.0,0.638,0.966,159.948,0.00575,0.502,235613.0,1.56e-06,0.117,-3.876,0.0946,1.0,California (Deluxe Edition),2016.0,post_ai
born this way,lady gaga,52.0,0.508,0.827,123.905,0.0037,0.586,260253.0,0.0,0.328,-5.102,0.15,1.0,Born This Way,2011.0,pre_ai
born to fly,sara evans,28.0,0.592,0.657,100.156,0.00931,0.609,336360.0,0.0208,0.0645,-9.293,0.0342,1.0,Born To Fly,2000.0,pre_ai
bother,stone sour,28.0,0.134,0.268,179.832,0.352,0.264,240400.0,2.26e-05,0.126,-7.625,0.0293,1.0,Stone Sour,2003.0,pre_ai
bottoms up,brantley gilbert,15.0,0.543,0.857,169.997,0.112,0.475,221227.0,0.0,0.131,-5.733,0.0435,1.0,Just As I Am (Deluxe),2013.0,pre_ai
bounce back,big sean,77.0,0.26,0.567,81.477,0.105,0.77,222360.0,0.0,0.125,-5.698,0.175,1.0,I Decided.,2016.0,post_ai
bounce it,juicy j,42.0,0.484,0.571,140.023,0.00837,0.787,260560.0,0.0,0.111,-9.384,0.0898,1.0,Stay Trippy (Deluxe),2013.0,pre_ai
bow chicka wow wow,mike posner,31.0,0.584,0.636,146.885,0.394,0.596,196320.0,0.0,0.0541,-5.471,0.0621,1.0,31 Minutes to Takeoff,2011.0,pre_ai
