Name,Artist,Popularity,Valence,Energy,Tempo,year,RiaaStatus,Label,period
on fire,lloyd banks,27.0,0.453,0.817,95.04,2004.0,Gold,Interscope,pre_ai
on my mind,ellie goulding,62.0,0.743,0.705,154.911,2015.0,2x Multi-Platinum,Cherrytree / Interscope,pre_ai
on the floor,jennifer lopez,56.0,0.556,0.779,129.973,2011.0,3x Multi-Platinum,Island,pre_ai
on the way down,ryan cabrera,30.5,0.539,0.845,95.199,2004.0,Gold,Atlantic,pre_ai
once in a lifetime,keith urban,24.5,0.62,0.837,132.012,2006.0,,,pre_ai
one,ed sheeran,67.0,0.306,0.321,93.528,2014.0,Gold,Atlantic Records,pre_ai
one day,matisyahu,9.0,0.235,0.61,68.552,2008.0,Gold,Epic,pre_ai
one hell of an amen,brantley gilbert,16.5,0.549,0.664,138.052,2014.0,1x Platinum,the Valory Music Co,pre_ai
one last breath,creed,70.0,0.195,0.677,126.602,2002.0,,,pre_ai
one less lonely girl,justin bieber,43.333333333333336,0.716,0.779,86.985,2009.0,3x Multi-Platinum,Def Jam,pre_ai
one man can change the world,big sean,49.0,0.302,0.584,78.92,2015.0,1x Platinum,Def Jam,pre_ai
one more day,diamond rio,31.5,0.234,0.405,131.064,2001.0,,,pre_ai
one more drinkin' song,jerrod niemann,48.0,0.605,0.698,114.031,2011.0,,,pre_ai
one more night,maroon 5,3.0,0.652,0.807,93.002,2012.0,6x Multi-Platinum,222 Records / Interscope,pre_ai
one more time,daft punk,75.0,0.476,0.697,122.752,2000.0,,,pre_ai
one of those days,whitney houston,47.0,0.82,0.708,91.983,2002.0,,,pre_ai
one of those nights,tim mcgraw,19.5,0.389,0.778,127.071,2012.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
one step at a time,jordin sparks,17.0,0.697,0.698,102.024,2008.0,,,pre_ai
one step closer,linkin park,39.0,0.538,0.969,95.136,2000.0,1x Platinum,Warner Bros Records,pre_ai
one thing,finger eleven,58.0,0.489,0.554,151.953,2003.0,,,pre_ai
one time,justin bieber,42.333333333333336,0.734,0.833,145.997,2009.0,5x Multi-Platinum,Def Jam/Rbmg,pre_ai
one wish,ray j,12.0,0.611,0.639,74.937,2005.0,,,pre_ai
only,nicki minaj,60.5,0.263,0.481,173.348,2014.0,3x Multi-Platinum,Cash Money / Young Money / Republic Records,pre_ai
only,nine inch nails,33.5,0.963,0.807,112.15,2005.0,,,pre_ai
only prettier,miranda lambert,50.0,0.778,0.695,167.968,2010.0,Gold,Columbia Nashville,pre_ai
only time,enya,71.0,0.213,0.249,82.803,2000.0,,,pre_ai
ooh baby,mario,7.0,0.368,0.591,75.028,2010.0,,,pre_ai
ooh!,mary j. blige,19.0,0.281,0.79,93.079,2003.0,,,pre_ai
ordinary day,vanessa carlton,10.0,0.403,0.649,185.458,2002.0,,,pre_ai
ordinary girl,hannah montana,29.0,0.358,0.856,182.542,2010.0,,,pre_ai
ordinary people,john legend,71.0,0.36,0.132,67.011,2004.0,Gold,Columbia,pre_ai
original fire,audioslave,3.0,0.7,0.947,124.162,2006.0,,,pre_ai
oui,jeremih,75.0,0.596,0.703,119.749,2015.0,2x Multi-Platinum,Def Jam,pre_ai
our kind of love,lady antebellum,28.0,0.889,0.926,112.058,2010.0,,,pre_ai
our song,taylor swift,41.666666666666664,0.63,0.7,177.822,2006.0,4x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
our time now,plain white t's,1.0,0.937,0.913,102.974,2006.0,,,pre_ai
ours,taylor swift,50.0,0.238,0.569,159.845,2010.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
out of my head,lupe fiasco,14.0,0.38,0.847,99.058,2011.0,,,pre_ai
out of the woods,taylor swift,39.333333333333336,0.338,0.841,92.008,2014.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
outrageous,britney spears,53.0,0.847,0.662,105.014,2004.0,,,pre_ai
outta control,50 cent,53.0,0.483,0.733,96.036,2005.0,,,pre_ai
outta my system,bow wow,41.0,0.755,0.587,84.025,2007.0,,,pre_ai
outta your mind,lil jon,57.0,0.642,0.984,99.976,2010.0,,,pre_ai
over,drake,64.0,0.427,0.853,101.034,2011.0,3x Multi-Platinum,Cash Money / Young Money,pre_ai
over and over,nelly,37.5,0.464,0.521,84.774,2004.0,1x Platinum,Universal Records,pre_ai
over it,katharine mcphee,53.0,0.491,0.801,84.541,2007.0,,,pre_ai
over you,daughtry,57.5,0.564,0.922,156.045,2006.0,Gold,Rca Records,pre_ai
over you,miranda lambert,58.0,0.141,0.507,158.119,2012.0,2x Multi-Platinum,Rca Nashville,pre_ai
overcome,creed,50.0,0.409,0.924,194.878,2009.0,,,pre_ai
overnight celebrity,twista,60.0,0.777,0.792,134.199,2004.0,Gold,Atlantic,pre_ai
own it,drake,55.0,0.284,0.343,103.029,2013.0,,,pre_ai
oye mi canto,n.o.r.e.,63.0,0.948,0.946,96.011,2004.0,,,pre_ai
p.i.m.p.,50 cent,26.5,0.864,0.746,85.224,2003.0,Gold,Interscope,pre_ai
pain,jimmy eat world,61.0,0.195,0.965,168.006,2004.0,Gold,Geffen,pre_ai
pain,three days grace,48.0,0.266,0.742,160.437,2006.0,1x Platinum,Rca Records,pre_ai
paint me a birmingham,tracy lawrence,46.666666666666664,0.375,0.603,137.606,2003.0,,,pre_ai
panic switch,silversun pickups,59.0,0.549,0.885,198.556,2009.0,Gold,Dangerbird Records,pre_ai
paparazzi,lady gaga,35.8,0.397,0.692,114.906,2008.0,4x Multi-Platinum,Streamline  /  Interscope,pre_ai
paper doll,john mayer,63.0,0.685,0.475,153.851,2013.0,,,pre_ai
paper planes,m.i.a.,57.5,0.454,0.854,86.044,2008.0,,,pre_ai
papi,jennifer lopez,43.0,0.895,0.805,120.038,2014.0,,,pre_ai
paradise,ll cool j,39.0,0.82,0.81,97.891,2002.0,,,pre_ai
paralyzer,finger eleven,70.0,0.881,0.941,106.015,2007.0,,,pre_ai
paranoid,jonas brothers,60.0,0.781,0.846,120.993,2009.0,,,pre_ai
parking lot party,lee brice,59.0,0.856,0.86,171.72,2013.0,Gold,Curb Records,pre_ai
part of me,katy perry,67.0,0.769,0.918,130.028,2012.0,4x Multi-Platinum,Capitol Records,pre_ai
party in the u.s.a.,miley cyrus,68.5,0.483,0.708,192.18,2009.0,7x Multi-Platinum,Hollywood,pre_ai
party up,dmx,52.5,0.53,0.931,201.936,2000.0,,,pre_ai
pass that dutch,missy elliott,47.0,0.33,0.67,110.884,2003.0,,,pre_ai
pause,pitbull,46.0,0.511,0.921,127.92,2011.0,,,pre_ai
peacekeeper,fleetwood mac,53.0,0.671,0.759,127.208,2003.0,,,pre_ai
people are crazy,billy currington,61.0,0.455,0.713,141.941,2008.0,2x Multi-Platinum,Mercury Records Nashville,pre_ai
perfect,sara evans,28.0,0.595,0.885,205.942,2003.0,,,pre_ai
perfect situation,weezer,56.0,0.403,0.806,93.853,2005.0,,,pre_ai
perfect storm,brad paisley,55.0,0.38,0.753,123.979,2014.0,Gold,Arista Nashville,pre_ai
perfume,britney spears,53.0,0.317,0.557,79.34,2013.0,,,pre_ai
permanent,david cook,40.0,0.154,0.336,95.927,2008.0,,,pre_ai
phantom limb,the shins,60.0,0.498,0.871,119.869,2007.0,,,pre_ai
photograph,ed sheeran,85.0,0.201,0.379,107.989,2014.0,4x Multi-Platinum,Atlantic Records,pre_ai
photograph,nickelback,50.0,0.418,0.874,145.923,2005.0,2x Multi-Platinum,Rhino,pre_ai
picture to burn,taylor swift,61.0,0.829,0.861,105.587,2006.0,2x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
piece by piece,kelly clarkson,51.0,0.601,0.808,106.03,2015.0,,,pre_ai
piece of me,britney spears,65.0,0.782,0.638,115.007,2007.0,1x Platinum,Jive,pre_ai
pieces of me,ashlee simpson,16.0,0.781,0.806,87.148,2004.0,Gold,Geffen,pre_ai
piggy bank,50 cent,52.0,0.872,0.845,79.374,2005.0,,,pre_ai
pills n potions,nicki minaj,54.0,0.185,0.611,169.103,2014.0,,,pre_ai
pimp juice,nelly,18.0,0.909,0.719,74.007,2002.0,,,pre_ai
pimpin' all over the world,ludacris,43.0,0.78,0.88,92.306,2005.0,,,pre_ai
pirate flag,kenny chesney,58.0,0.553,0.795,160.039,2013.0,1x Platinum,Blue Chair Records / Columbia Nashville,pre_ai
planez,jeremih,73.0,0.4,0.557,129.285,2015.0,2x Multi-Platinum,Def Jam,pre_ai
play,david banner,6.0,0.553,0.655,95.027,2005.0,Gold,Universal Records,pre_ai
play,jennifer lopez,38.0,0.901,0.848,104.662,2001.0,,,pre_ai
play it again,luke bryan,36.5,0.592,0.89,143.977,2014.0,5x Multi-Platinum,Capitol Records Nashville,pre_ai
play no games,big sean,46.0,0.347,0.711,81.499,2015.0,1x Platinum,Def Jam Records,pre_ai
playa cardz right,keyshia cole,8.0,0.192,0.59,86.078,2006.0,,,pre_ai
playas gon' play,3lw,49.0,0.62,0.724,185.748,2001.0,,,pre_ai
please don't go,mike posner,41.0,0.644,0.878,120.018,2010.0,1x Platinum,j Records,pre_ai
please don't go,tank,31.0,0.623,0.434,76.367,2007.0,,,pre_ai
please don't leave me,p!nk,51.0,0.763,0.839,138.006,2008.0,,,pre_ai
pocketful of sunshine,natasha bedingfield,64.0,0.682,0.881,110.019,2008.0,2x Multi-Platinum,Epic,pre_ai
poetic justice,kendrick lamar,12.0,0.647,0.572,135.956,2012.0,2x Multi-Platinum,Top Dawg Entertainment / Aftermath / Interscope Records,pre_ai
point at you,justin moore,41.5,0.882,0.805,116.03,2013.0,Gold,Valory Music Group,pre_ai
poker face,lady gaga,37.0,0.787,0.806,118.999,2008.0,10x Diamond,Dreamline / Interscope,pre_ai
police dog blues,hugh laurie,22.0,0.59,0.366,125.08,2011.0,,,pre_ai
pon de replay,rihanna,75.0,0.498,0.64,99.019,2005.0,2x Multi-Platinum,Island/Def Jam,pre_ai
pontoon,little big town,63.0,0.867,0.819,96.02,2012.0,2x Multi-Platinum,Capitol Records Nashville,pre_ai
pop that,french montana,32.0,0.605,0.892,138.031,2012.0,1x Platinum,Coke Boys / Bad Boy / Interscope,pre_ai
poppin' my collar,three 6 mafia,39.0,0.827,0.776,145.143,2005.0,1x Platinum,Columbia,pre_ai
popular song,mika,21.75,0.794,0.796,88.0,2012.0,Gold,Casablanca /  Republic Records,pre_ai
pork and beans,weezer,34.5,0.705,0.625,119.829,2008.0,,,pre_ai
postcard from paris,the band perry,5.0,0.524,0.688,143.888,2010.0,Gold,Republic Nashville,pre_ai
pound cake / paris morton music 2,drake,63.0,0.261,0.755,93.685,2013.0,,,pre_ai
pound the alarm,nicki minaj,51.666666666666664,0.577,0.855,125.035,2012.0,1x Platinum,Cash Money / Republic Records,pre_ai
pour it up,rihanna,41.0,0.39,0.478,134.002,2012.0,2x Multi-Platinum,Def Jam,pre_ai
pour me,trick pony,43.0,0.767,0.905,182.058,2000.0,,,pre_ai
power trip,j. cole,0.0,0.465,0.61,99.991,2013.0,,,pre_ai
powerful,major lazer,31.0,0.732,0.792,97.479,2015.0,Gold,Mad Decent / Interscope,pre_ai
pray,justin bieber,15.0,0.619,0.796,163.966,2010.0,,,pre_ai
prayer,disturbed,57.0,0.586,0.914,99.107,2002.0,,,pre_ai
preach,drake,62.0,0.398,0.501,130.288,2015.0,,,pre_ai
precious,depeche mode,60.0,0.861,0.883,104.987,2005.0,,,pre_ai
president carter,lil wayne,31.0,0.466,0.618,79.799,2011.0,,,pre_ai
presidential,youngbloodz,52.0,0.366,0.523,170.049,2005.0,,,pre_ai
pretty girl rock,keri hilson,20.75,0.889,0.865,160.001,2010.0,1x Platinum,Interscope,pre_ai
pretty good at drinkin' beer,billy currington,26.0,0.613,0.672,106.943,2010.0,1x Platinum,Mercury Records Nashville,pre_ai
pretty vegas,inxs,0.0,0.676,0.922,141.968,2005.0,Gold,Epic,pre_ai
price tag,jessie j,46.0,0.677,0.832,175.015,2011.0,4x Multi-Platinum,Republic Records,pre_ai
price to play,staind,26.333333333333332,0.327,0.922,109.511,2003.0,,,pre_ai
probably wouldn't be this way,leann rimes,44.0,0.129,0.426,129.644,2005.0,,,pre_ai
promiscuous,nelly furtado,67.0,0.842,0.977,114.316,2006.0,1x Platinum,Geffen,pre_ai
promise,ciara,24.333333333333332,0.439,0.629,123.279,2006.0,1x Platinum,Laface,pre_ai
promise,jagged edge,39.0,0.646,0.568,128.002,2000.0,,,pre_ai
promises,nero,26.0,0.293,0.952,143.935,2011.0,Gold,Interscope / Geffen / A&m,pre_ai
psycho,puddle of mudd,64.0,0.433,0.911,126.046,2007.0,,,pre_ai
pull over,trina,50.0,0.741,0.768,125.04,2000.0,,,pre_ai
pullin' me back,chingy,62.0,0.587,0.511,80.0,2006.0,,,pre_ai
pump it,the black eyed peas,26.0,0.772,0.926,153.613,2006.0,,,pre_ai
pumped up kicks,foster the people,6.0,0.965,0.71,127.975,2010.0,6x Multi-Platinum,Columbia,pre_ai
push it,rick ross,61.0,0.75,0.779,150.952,2006.0,,,pre_ai
pusher love girl,justin timberlake,55.0,0.511,0.441,140.009,2013.0,,,pre_ai
pushin' me away,jonas brothers,50.0,0.452,0.894,161.959,2008.0,,,pre_ai
put it down,brandy,46.0,0.595,0.413,141.056,2012.0,,,pre_ai
put it on me,ja rule,48.5,0.816,0.775,186.121,2000.0,,,pre_ai
put me down,donell jones,39.0,0.76,0.648,101.406,2002.0,,,pre_ai
put that woman first,jaheim,59.0,0.513,0.536,78.935,2003.0,,,pre_ai
pyd,justin bieber,47.0,0.454,0.494,123.235,2013.0,,,pre_ai
quickie,miguel,57.0,0.647,0.642,67.839,2010.0,Gold,Bystorm/Rca,pre_ai
radar,britney spears,53.5,0.484,0.664,127.917,2009.0,,,pre_ai
radio,darius rucker,0.0,0.964,0.843,93.009,2013.0,,,pre_ai
rain on me,ashanti,30.0,0.467,0.69,83.631,2003.0,,,pre_ai
rain over me,pitbull,32.5,0.272,0.909,127.914,2011.0,,,pre_ai
raining on sunday,keith urban,19.666666666666668,0.484,0.69,133.973,2003.0,,,pre_ai
rainy dayz,mary j. blige,42.0,0.569,0.655,83.082,2001.0,,,pre_ai
raise 'em up,keith urban,46.0,0.54,0.788,108.053,2013.0,,,pre_ai
raise up,petey pablo,55.0,0.742,0.844,156.069,2001.0,,,pre_ai
raise your weapon,deadmau5,36.0,0.0744,0.699,139.909,2010.0,,,pre_ai
rap god,eminem,78.0,0.625,0.843,148.14,2013.0,4x Multi-Platinum,Shady / Aftermath / Interscope,pre_ai
react,erick sermon,22.0,0.778,0.71,98.984,2002.0,,,pre_ai
read my mind,the killers,69.0,0.329,0.917,132.246,2007.0,,,pre_ai
read your mind,avant,58.0,0.711,0.391,146.191,2003.0,,,pre_ai
ready for whatever,t.i.,46.0,0.292,0.71,75.096,2008.0,,,pre_ai
ready to love again,lady antebellum,24.0,0.185,0.638,102.676,2010.0,,,pre_ai
real big,mannie fresh,48.0,0.568,0.867,97.013,2004.0,,,pre_ai
real good man,tim mcgraw,44.0,0.639,0.827,89.93,2002.0,,,pre_ai
reality,kenny chesney,46.0,0.415,0.925,185.305,2011.0,,,pre_ai
realize,colbie caillat,28.0,0.191,0.605,123.948,2007.0,1x Platinum,Universal Records,pre_ai
really don't care,demi lovato,35.5,0.839,0.731,121.002,2014.0,1x Platinum,Hollywood Records,pre_ai
really really,kevin gates,71.0,0.278,0.666,118.97,2015.0,3x Multi-Platinum,Bread Winners Association / Atlantic Records,pre_ai
recovery,justin bieber,52.0,0.237,0.527,130.264,2013.0,,,pre_ai
red,taylor swift,53.0,0.623,0.888,124.966,2012.0,2x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
red high heels,kellie pickler,6.0,0.542,0.844,115.689,2006.0,Gold,Bna Records Label,pre_ai
red light,david nail,14.0,0.44,0.806,163.848,2009.0,Gold,Mca Nashville,pre_ai
red lights,tiesto,40.0,0.548,0.83,124.989,2013.0,1x Platinum,Casablanca / Republic,pre_ai
red nation,game,18.0,0.338,0.889,82.918,2011.0,,,pre_ai
red solo cup,toby keith,66.0,0.785,0.56,164.17,2011.0,2x Multi-Platinum,Show Dog - Universal Music,pre_ai
redneck woman,gretchen wilson,12.0,0.753,0.825,185.069,2004.0,1x Platinum,Epic Nashville,pre_ai
redneck yacht club,craig morgan,49.0,0.808,0.817,168.115,2015.0,Gold,Broken Bow,pre_ai
reflektor,arcade fire,42.0,0.653,0.723,111.606,2013.0,,,pre_ai
rehab,amy winehouse,52.0,0.777,0.558,71.815,2006.0,1x Platinum,Universal,pre_ai
rehab,rihanna,33.5,0.446,0.79,80.08,2008.0,2x Multi-Platinum,Def Jam,pre_ai
release,timbaland,27.0,0.831,0.711,123.813,2007.0,,,pre_ai
remedy,adele,64.0,0.251,0.305,165.398,2015.0,,,pre_ai
remedy,seether,5.0,0.479,0.954,127.864,2005.0,Gold,the Bicycle Music Company,pre_ai
remember when,alan jackson,42.666666666666664,0.267,0.314,125.59,2003.0,Gold,Arista Nashville,pre_ai
rewind,rascal flatts,4.0,0.718,0.703,164.116,2014.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
rhythm of love,plain white t's,20.0,0.681,0.549,171.781,2010.0,Gold,Hollywood,pre_ai
rich as fuck,lil wayne,63.0,0.883,0.593,130.583,2013.0,,,pre_ai
rich girl,gwen stefani,48.0,0.691,0.754,98.027,2004.0,Gold,Interscope,pre_ai
riddle,en vogue,33.0,0.701,0.54,95.999,2000.0,,,pre_ai
ride,ace hood,39.0,0.582,0.79,150.055,2008.0,,,pre_ai
ride,ciara,5.0,0.359,0.725,129.984,2010.0,,,pre_ai
ride,twenty one pilots,82.0,0.566,0.713,74.989,2015.0,5x Multi-Platinum,Fueled by Ramen,pre_ai
ride for you,danity kane,45.0,0.354,0.659,144.031,2006.0,,,pre_ai
ride wit me,nelly,75.0,0.722,0.7,101.875,2000.0,Gold,Universal Records,pre_ai
ridin',chamillionaire,8.0,0.859,0.808,143.035,2006.0,4x Multi-Platinum,Universal Records,pre_ai
ridin' solo,jason derulo,60.5,0.578,0.83,89.338,2010.0,4x Multi-Platinum,Warner Records,pre_ai
riding with private malone,david ball,56.0,0.515,0.527,93.93,2001.0,,,pre_ai
right above it,lil wayne,14.0,0.463,0.841,76.052,2010.0,2x Multi-Platinum,Universal Records,pre_ai
right by my side,nicki minaj,44.0,0.504,0.847,161.77,2012.0,,,pre_ai
right here,justin bieber,20.0,0.728,0.57,92.073,2013.0,,,pre_ai
right here,staind,42.0,0.214,0.646,112.228,2005.0,Gold,Atlantic,pre_ai
right now,rihanna,37.5,0.259,0.64,130.004,2012.0,Gold,Def Jam,pre_ai
right thru me,nicki minaj,21.5,0.164,0.688,162.222,2010.0,,,pre_ai
right thurr,chingy,69.0,0.891,0.749,92.077,2003.0,,,pre_ai
ring the alarm,beyonce,53.0,0.48,0.751,169.673,2006.0,Gold,Columbia,pre_ai
rise above this,seether,22.333333333333332,0.264,0.829,120.009,2008.0,,,pre_ai
river,sarah mclachlan,17.5,0.187,0.234,99.539,2006.0,,,pre_ai
river bank,brad paisley,54.0,0.892,0.875,117.028,2014.0,Gold,Arista Nashville,pre_ai
road less traveled,lauren alaina,60.0,0.27,0.886,112.988,2015.0,,,pre_ai
roar,katy perry,78.0,0.455,0.772,179.984,2013.0,10x Diamond,Capitol Records,pre_ai
rock star,hannah montana,24.0,0.622,0.936,160.814,2007.0,,,pre_ai
rock that body,the black eyed peas,56.5,0.841,0.907,124.992,2010.0,,,pre_ai
rock yo hips,crime mob,17.0,0.707,0.667,77.492,2006.0,,,pre_ai
rock your body,justin timberlake,73.0,0.818,0.714,100.972,2002.0,Gold,Jive,pre_ai
rocketeer,far*east movement,60.0,0.357,0.845,96.005,2010.0,,,pre_ai
rockstar,nickelback,57.0,0.698,0.892,143.997,2006.0,,,pre_ai
rockstar 101,rihanna,51.0,0.315,0.65,170.697,2010.0,1x Platinum,Def Jam,pre_ai
rodeo,juvenile,10.2,0.67,0.547,157.137,2006.0,Gold,Atlantic,pre_ai
roll up,wiz khalifa,19.0,0.602,0.805,125.358,2011.0,2x Multi-Platinum,Atlantic Records,pre_ai
roll with it,easton corbin,11.0,0.468,0.638,119.987,2010.0,Gold,Mercury,pre_ai
roller coaster,justin bieber,55.0,0.585,0.865,97.97,2013.0,,,pre_ai
roller coaster,luke bryan,39.0,0.269,0.777,107.983,2014.0,1x Platinum,Capitol Records Nashville,pre_ai
rolling in the deep,adele,75.0,0.522,0.756,104.945,2010.0,8x Multi-Platinum,Xl Recordings / Columbia,pre_ai
roman reloaded,nicki minaj,32.666666666666664,0.741,0.794,169.817,2012.0,,,pre_ai
roman's revenge,nicki minaj,27.666666666666668,0.453,0.948,112.387,2010.0,,,pre_ai
rope,foo fighters,61.0,0.541,0.728,138.179,2011.0,,,pre_ai
roses,outkast,0.0,0.449,0.694,108.977,2003.0,,,pre_ai
rubber band man,t.i.,53.0,0.634,0.768,152.45,2003.0,,,pre_ai
rude boy,rihanna,73.0,0.812,0.75,173.906,2010.0,5x Multi-Platinum,Def Jam,pre_ai
rumour has it,adele,66.0,0.557,0.753,120.041,2011.0,2x Multi-Platinum,Xl Recordings / Columbia,pre_ai
run,matt nathanson,33.0,0.204,0.652,109.99,2011.0,Gold,Vanguard Records,pre_ai
runaway,love and theft,47.0,0.577,0.812,140.486,2009.0,,,pre_ai
runaway baby,bruno mars,65.0,0.871,0.767,163.834,2010.0,,,pre_ai
runaway love,ludacris,36.0,0.816,0.721,92.855,2007.0,,,pre_ai
runaways,the killers,46.0,0.159,0.85,121.764,2012.0,,,pre_ai
runnin' outta moonlight,randy houser,67.0,0.769,0.801,172.024,2013.0,1x Platinum,Stoney Creek Records,pre_ai
running,no doubt,43.0,0.363,0.61,113.127,2001.0,,,pre_ai
running away,hoobastank,19.0,0.512,0.809,100.415,2002.0,,,pre_ai
russian roulette,rihanna,66.0,0.265,0.486,80.051,2009.0,2x Multi-Platinum,Island Def Jam,pre_ai
s.e.x.,lyfe jennings,43.0,0.712,0.468,105.769,2006.0,Gold,Columbia,pre_ai
s.o.s.,jonas brothers,58.0,0.701,0.696,137.087,2007.0,,,pre_ai
sail,awolnation,49.0,0.243,0.435,119.038,2010.0,6x Multi-Platinum,Red Bull Records,pre_ai
salt shaker,ying yang twins,64.0,0.322,0.697,101.965,2003.0,,,pre_ai
sanctified,rick ross,32.0,0.247,0.52,126.041,2014.0,,,pre_ai
satisfaction,eve,9.0,0.617,0.545,93.483,2003.0,,,pre_ai
save it for a rainy day,kenny chesney,61.0,0.614,0.775,154.889,2014.0,Gold,Blue Chair Records /  Columbia Nashville,pre_ai
save me,shinedown,57.0,0.252,0.816,116.026,2005.0,Gold,Atlantic Records,pre_ai
save room,john legend,64.0,0.375,0.572,111.919,2006.0,,,pre_ai
save the last dance for me,michael buble,40.0,0.807,0.45,133.952,2006.0,Gold,Reprise,pre_ai
savin' me,nickelback,46.0,0.569,0.802,163.961,2006.0,,,pre_ai
saving grace,tom petty,49.0,0.791,0.798,142.287,2006.0,,,pre_ai
say i,christina milian,43.0,0.666,0.909,100.058,2006.0,,,pre_ai
say i yi yi,ying yang twins,55.0,0.485,0.627,94.967,2002.0,,,pre_ai
say it right,nelly furtado,49.0,0.813,0.873,116.945,2006.0,,,pre_ai
say somethin',mariah carey,23.0,0.85,0.789,107.986,2005.0,,,pre_ai
say yes,floetry,59.0,0.427,0.404,117.887,2003.0,,,pre_ai
say you do,dierks bentley,56.0,0.468,0.737,147.959,2014.0,Gold,Capitol Records Nashville,pre_ai
scars,papa roach,27.0,0.493,0.933,89.72,2004.0,Gold,Geffen,pre_ai
schism,tool,71.0,0.191,0.714,107.438,2001.0,,,pre_ai
scott mescudi vs. the world,kid cudi,24.0,0.583,0.72,108.686,2010.0,,,pre_ai
second chance,shinedown,28.5,0.182,0.796,100.011,2008.0,3x Multi-Platinum,Atlantic,pre_ai
secrets,onerepublic,11.0,0.382,0.762,148.018,2009.0,2x Multi-Platinum,Interscope / Geffen / A&m,pre_ai
see you again,carrie underwood,9.5,0.437,0.737,101.016,2012.0,1x Platinum,19 Recordings Limited / Arista Nashville,pre_ai
see you again,miley cyrus,29.0,0.823,0.909,138.999,2007.0,,,pre_ai
see you tonight,scotty mccreery,59.0,0.518,0.822,169.987,2013.0,1x Platinum,Mercury / Interscope Records,pre_ai
seen it all,jeezy,22.0,0.514,0.843,106.074,2014.0,Gold,Def Jam,pre_ai
selfish,slum village,55.0,0.49,0.597,95.769,2004.0,,,pre_ai
separated,avant,55.0,0.643,0.48,108.241,2000.0,,,pre_ai
september,daughtry,46.0,0.34,0.718,149.791,2010.0,,,pre_ai
set fire to the rain,adele,75.0,0.466,0.683,108.003,2011.0,4x Multi-Platinum,Xl Recordings / Columbia,pre_ai
set it off,juvenile,43.0,0.725,0.586,168.157,2001.0,,,pre_ai
set the fire to the third bar,snow patrol,25.666666666666668,0.367,0.368,96.05,2006.0,,,pre_ai
settle down,no doubt,41.0,0.26,0.789,104.0,2012.0,,,pre_ai
settle for a slowdown,dierks bentley,46.0,0.212,0.665,80.975,2005.0,,,pre_ai
seven nation army,the white stripes,60.0,0.297,0.457,123.913,2003.0,,,pre_ai
seventeen forever,metro station,8.0,0.687,0.793,139.979,2007.0,Gold,Columbia,pre_ai
sex on fire,kings of leon,80.0,0.374,0.905,153.398,2008.0,1x Platinum,Rca,pre_ai
sex room,ludacris,46.0,0.677,0.69,116.018,2010.0,,,pre_ai
sex therapy,robin thicke,36.0,0.371,0.532,112.029,2009.0,,,pre_ai
sexy and i know it,lmfao,21.25,0.795,0.861,130.021,2011.0,8x Multi-Platinum,Interscope / Geffen / A&m,pre_ai
sexy love,ne,36.0,0.474,0.508,93.971,2006.0,,,pre_ai
shades of cool,lana del rey,10.0,0.0878,0.482,137.918,2014.0,,,pre_ai
